Front,Back,Tags
"In a Symfony 8 AbstractBundle, where do the config schema and the service wiring live?","configure() defines the tree and loadExtension() wires services — both on the bundle class, with no separate Extension file<br><br>AbstractBundle streamlines bundles by folding the schema (configure) and the extension logic (loadExtension) onto the bundle class itself, so a separate Configuration/Extension pair is no longer required. Kernel::build() registers compiler passes, not bundle semantic config.",dependency-injection
Which command shows the currently resolved configuration values (not the schema) for a bundle?,"debug:config<br><br>debug:config prints the merged, resolved values in effect; config:dump-reference prints the schema (allowed keys, types, defaults) defined by Configuration. Confusing the two is a common trap — one shows what is set, the other what is allowed.",dependency-injection
"Your bundle must set a default framework option before FrameworkBundle loads. What do you call, and when does it run?","prependExtensionConfig('framework', [...]) inside prepend()/prependExtension(), which runs before all load() calls<br><br>PrependExtensionInterface::prepend() (or prependExtension() on AbstractBundle) runs before every extension&#x27;s load(), and prependExtensionConfig() injects config into another bundle&#x27;s namespace. Doing it in load() would be too late, and setParameter() sets a parameter, not another bundle&#x27;s config.",dependency-injection
A bundle named AcmeBlogBundle exposes its configuration under which root key by convention?,"acme_blog (snake_case of the bundle name minus 'Bundle')<br><br>The root key is derived from the extension/bundle name: the class name minus the Bundle suffix, converted to snake_case, giving acme_blog. The misconception is using the class name verbatim or keeping the Bundle suffix.",dependency-injection
"For a factory-built service, where are its arguments passed?","To the factory method<br><br>With a factory, the container calls the factory and passes the definition&#x27;s arguments to it, not to a constructor.",dependency-injection
How do you configure a factory produced value via attributes?,"#[Autowire(factory: [Factory::class, 'create'])]<br><br>There is no dedicated #[Factory] attribute; factories are configured with #[Autowire(factory:)] or in YAML/PHP config.",dependency-injection
How is an instance-method factory referenced in YAML?,"factory: ['@service_id', 'method']<br><br>An array of [reference, method] denotes a method call on a service; a static factory uses the &#x27;Class::method&#x27; string form.",dependency-injection
factory: '@svc::method' throws an error. What is the correct instance-method form?,"factory: ['@svc', 'method']<br><br>The &#x27;@svc::method&#x27; string is invalid syntax for an instance-method factory; use the array form [&#x27;@svc&#x27;, &#x27;method&#x27;]. The &#x27;Class::method&#x27; string form is reserved for static factories. The other forms are not recognised.",dependency-injection
How is an invokable factory service referenced in YAML?,"factory: '@factory_service' (its __invoke method is called)<br><br>A bare service reference &#x27;@service&#x27; as the factory means the container calls the service&#x27;s __invoke() and stores the return value. Explicitly naming __invoke via the &#x27;::&#x27; string form is invalid; the array form is used for named instance methods, not required for invokables.",dependency-injection
Ledger has a private constructor and a static open(string $path). How do you register it as a service?,"factory: 'App\Payment\Ledger::open' with the path in arguments passed to open()<br><br>A static factory in the &#x27;Class::method&#x27; string form bypasses the private constructor, and arguments are passed to open(), not a constructor. The instance-method array form would require an existing service instance, which the private constructor prevents.",dependency-injection
Which attribute registers a compiler pass? (choose one),"There is no attribute; register it via addCompilerPass() in Kernel/bundle build()<br><br>Compiler passes are registered programmatically via ContainerBuilder::addCompilerPass(), typically in Kernel::build() or a bundle&#x27;s build(). There is no core attribute for this.",dependency-injection
What is the default phase for a compiler pass registered without one?,TYPE_BEFORE_OPTIMIZATION<br><br>PassConfig runs passes in phase order; unspecified passes run in the before-optimization phase.,dependency-injection
What does ContainerBuilder::findTaggedServiceIds('t') return?,"A map of service id => array of that tag's attribute sets<br><br>It returns definitions&#x27; ids each mapped to the attributes of every occurrence of the tag, used to wire collectors at compile time.",dependency-injection
